source,venue_name,venue_type,publisher,subject_area,level,indexing,impact_factor,jcr_quartile,cas_quartile,ccf_level,review_cycle,apc_fee,template_url,submission_url,reference_style,representative_papers,risk_note,last_checked_date
openalex,计算机仿真,journal,中国航天科工集团,仿真/计算机,科技核心,科技核心,"N/A(科技核心,非SCI无JCR IF;OpenAlex 2yr均被引=0.0,works=17374作替代)",N/A,N/A,N/A,约2-4个月,免费源不可得(付费墙/需向编辑部咨询版面费),待核查,待核查,GB/T 7714,待核查,"OpenAlex display=Jisuanji fangzhen,issn=1006-9348,works_count=17374(real curl);代表作:概念建模网络化仿真平台(被引63),最小二乘支持向量机参数选择(被引57);科技核心;CAS/JCR=N/A(非SCI);官网/模板免费源不可得(付费墙/未公开); domain_scope=通用; if_kind=na",2026-06
openalex,物理学报,journal,Science Press/中国物理学会,物理学,北大核心/CSCD/SCI,SCI/CSCD,"N/A(JCR精确IF免费源不可得(付费墙);LetPub显示IF=0.8;OpenAlex 2yr均被引0.558,works=35079作替代)",Q3,三区,N/A,约4-6个月,免费源不可得(付费墙/需向编辑部咨询版面费),待核查,https://wulixb.iphy.ac.cn,GB/T 7714,待核查,"OpenAlex display=Acta Physica Sinica,issn=1000-3290,host=Science Press,works_count=35079,2yr_mean=0.558(real curl);中科院分区=三区(物理与天体物理大类),JCR=Q3(PHYSICS MULTIDISCIPLINARY 83/114),LetPub IF≈0.8(来源 LetPub jid=159,2025年3月中科院升级版+2024-2025 JCR);代表作:Bound state in superconductors(被引707);精确JCR IF付费墙不可得;APC/模板免费源不可得; domain_scope=中国语境; if_kind=na",2026-06
DOAJ+OpenAlex,PLOS ONE,journal,Public Library of Science (PLoS),综合/跨学科(多领域),OA-megajournal,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=2.6;OpenAlex 2yr均被引2.728(works=339866)作替代,Q2,三区,N/A,约1-3个月(只审科学严谨性),约2477 USD(来源 https://plos.org/publish/fees/),https://journals.plos.org/plosone/s/submission-guidelines,https://journals.plos.org/plosone/s/submit-now,自定义(PLOS),"phyloseq: An R Package for Reproducible Interactive Analysis of Microbiome(被引22354,OpenAlex)","中科院分区=三区(综合性期刊大类),JCR=Q2(MULTIDISCIPLINARY SCIENCES 44/136),LetPub IF≈2.6(来源 LetPub jid=6775,2025年3月升级版+2024-2025 JCR);OpenAlex 2yr_mean=2.728,works=339866(real curl);APC=2477 USD(DOAJ确认 https://doaj.org/api + https://plos.org/publish/fees/);CC BY;精确JCR IF付费墙不可得; issn=2024-2025; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Scientific Reports,journal,Nature Portfolio,综合/跨学科(自然科学),OA-megajournal,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.9;OpenAlex 2yr均被引4.388(works=298414)作替代,Q1,三区,N/A,约2-4个月,约2850 USD/2490 EUR(来源 nature.com),https://www.nature.com/srep/author-instructions,https://mts-srep.nature.com,自定义(Nature),"SwissADME: a free web tool to evaluate pharmacokinetics; drug-likeness(被引16916,OpenAlex)","中科院分区=三区(综合性期刊),JCR=Q1(MULTIDISCIPLINARY SCIENCES SCIE 25/136),LetPub IF≈3.9(LetPub jid=8695);OpenAlex 2yr_mean=4.388,works=298414(real curl);APC=2490 EUR(DOAJ确认);CC BY;精确JCR IF付费墙不可得; ai_policy=Nature Portfolio系:LLM使用须在方法学section记录(无则致谢);LLM不满足署名标准不得署名;AI生成图像与视觉内容原则上不允许(除非AI本身是研究对象的有限例外)(nature.com nature-portfolio/editorial-policies/ai官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,IEEE Access,journal,IEEE,综合工程/计算机/跨学科,OA-megajournal,SCIE/EI/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.6;OpenAlex 2yr均被引5.234(works=108865)作替代,Q2,三区,N/A,约4-6周(快速),2160 USD(来源 ieeeaccess.ieee.org),https://ieeeaccess.ieee.org/guide-for-authors/,https://mc.manuscriptcentral.com/access-ieee,IEEE,"Millimeter Wave Mobile Communications for 5G Cellular: It Will Work!(被引7381,OpenAlex)","中科院分区=三区(计算机科学大类),JCR=Q2(COMPUTER SCIENCE INFORMATION SYSTEMS 93/258;ENG ELECTRICAL Q2;TELECOM Q2),LetPub IF≈3.6(LetPub jid=10017);OpenAlex 2yr_mean=5.234,works=108865(real curl);APC=2160 USD(DOAJ确认);CC BY;精确JCR IF付费墙不可得; ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Sensors,journal,MDPI AG,传感器/物联网/测量(交叉),journal-OA,SCIE/EI/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.5;OpenAlex 2yr均被引4.493(works=79171)作替代,Q2,三区,N/A,约平均1-2个月(MDPI快速),2600 CHF(来源 mdpi.com/journal/sensors/apc),https://www.mdpi.com/journal/sensors/instructions,https://susy.mdpi.com,MDPI,"SECOND: Sparsely Embedded Convolutional Detection(被引3212,OpenAlex)","中科院分区=三区(综合性期刊大类),JCR=Q2(CHEMISTRY ANALYTICAL 38/111;INSTRUMENTS Q2;ENG ELECTRICAL Q2),LetPub IF≈3.5(LetPub jid=7473);OpenAlex 2yr_mean=4.493,works=79171(real curl);APC=2600 CHF(DOAJ确认);CC BY;MDPI整体存预警争议(来源 https://beallslist.net/),需核最新中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Remote Sensing,journal,MDPI AG,遥感/地球观测(交叉),journal-OA,SCIE/EI/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=4.1;OpenAlex 2yr均被引4.256(works=42056)作替代,Q1(GEOSCIENCES)/Q2(REMOTE SENSING),二区,N/A,约平均1-2个月(MDPI快速),2700 CHF(来源 mdpi.com/journal/remotesensing/apc),https://www.mdpi.com/journal/remotesensing/instructions,https://susy.mdpi.com,MDPI,"A Spatial-Temporal Attention-Based Method and a New Dataset for RS Image Change Detection(被引1689,OpenAlex)","中科院分区=二区(地球科学大类),JCR=GEOSCIENCES MULTIDISCIPLINARY Q1(47/258)/REMOTE SENSING Q2(20/65)/ENVIRONMENTAL SCI Q2,LetPub IF≈4.1(LetPub jid=8969);OpenAlex 2yr_mean=4.256,works=42056(real curl);APC=2700 CHF(DOAJ确认);CC BY;MDPI存预警争议(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Applied Sciences,journal,MDPI AG,应用科学/跨学科,journal-OA,SCIE/EI/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=2.5;OpenAlex 2yr均被引3.285(works=89080)作替代,Q2(ENG MULTIDISCIPLINARY)/Q3(其他),三区,N/A,约平均1-2个月(MDPI快速),2400 CHF(来源 mdpi.com/journal/applsci/apc),https://www.mdpi.com/journal/applsci/instructions,https://susy.mdpi.com,MDPI,"Machine Learning and Deep Learning Methods for Intrusion Detection Systems: A Survey(被引1055,OpenAlex)","中科院分区=三区(综合性期刊大类),JCR=ENGINEERING MULTIDISCIPLINARY Q2(50/179);CHEMISTRY/MATERIALS/PHYSICS APPLIED均Q3,LetPub IF≈2.5(LetPub jid=9954);OpenAlex 2yr_mean=3.285,works=89080(real curl);APC=2400 CHF(DOAJ确认);CC BY;MDPI存预警争议(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; ai_policy=MDPI系:AI使用methods披露+AI图像特别审查(www2.mdpi.com/ethics实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Frontiers in Plant Science,journal,Frontiers Media S.A.,植物科学/农业(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=4.8;OpenAlex 2yr均被引4.710(works=34794)作替代,Q1,二区,N/A,约2-3个月(协作式审稿),3150 CHF(来源 frontiersin.org),https://www.frontiersin.org/journals/plant-science/for-authors/article-types,https://www.frontiersin.org/submission,自定义(Frontiers),"Using Deep Learning for Image-Based Plant Disease Detection(被引4508,OpenAlex)","中科院分区=二区(生物学大类),JCR=Q1(PLANT SCIENCES 33/273),LetPub IF≈4.8(LetPub jid=9448);OpenAlex 2yr_mean=4.710,works=34794(real curl);APC=3150 CHF(DOAJ确认);CC BY;Frontiers部分刊曾被WoS暂时除名/列预警观察(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Frontiers in Immunology,journal,Frontiers Media S.A.,免疫学/医学(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=5.9;OpenAlex 2yr均被引4.812(works=54480)作替代,Q1,二区,N/A,约2-3个月(协作式审稿),3150 CHF(来源 frontiersin.org),https://www.frontiersin.org/journals/immunology/for-authors/article-types,https://www.frontiersin.org/submission,自定义(Frontiers),"Short Chain Fatty Acids (SCFAs)-Mediated Gut Epithelial and Immune Regulation(被引3678,OpenAlex)","中科院分区=二区(医学大类),JCR=Q1(IMMUNOLOGY 34/183),LetPub IF≈5.9(LetPub jid=10003);OpenAlex 2yr_mean=4.812,works=54480(real curl);APC=3150 CHF(DOAJ确认);CC BY;Frontiers存预警争议(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Frontiers in Public Health,journal,Frontiers Media S.A.,公共卫生/医学(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.4;OpenAlex 2yr均被引3.088(works=28176)作替代,Q1,三区,N/A,约2-3个月(协作式审稿),3150 CHF(来源 frontiersin.org),https://www.frontiersin.org/journals/public-health/for-authors/article-types,https://www.frontiersin.org/submission,自定义(Frontiers),"An Overview of Heart Rate Variability Metrics and Norms(被引6710,OpenAlex)","中科院分区=三区(医学大类),JCR=Q1(PUBLIC ENVIRONMENTAL & OCCUPATIONAL HEALTH SCIE/SSCI 79/421),LetPub IF≈3.4(LetPub jid=10732);OpenAlex 2yr_mean=3.088,works=28176(real curl);APC=3150 CHF(DOAJ确认);CC BY;Frontiers存预警争议(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Heliyon,journal,Elsevier (Cell Press),综合/跨学科(多领域),OA-megajournal,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.6;OpenAlex 2yr均被引7.687(works=45419)作替代,Q1,四区,N/A,约1-3个月,约2270 USD(来源 cell.com/heliyon),https://www.cell.com/heliyon/authors,https://www.editorialmanager.com/heliyon,Elsevier,"Heavy metal pollution in the environment and their toxicological effects on humans(被引4116,OpenAlex)","中科院分区=四区(综合性期刊大类),JCR=Q1(MULTIDISCIPLINARY SCIENCES 29/136),LetPub IF≈3.6(LetPub jid=11459);OpenAlex 2yr_mean=7.687,works=45419(real curl);APC=2270 USD(DOAJ确认 https://cell.com/heliyon);CC BY;Elsevier OA巨型刊,需关注栏目质量;精确JCR IF付费墙不可得; ai_policy=Elsevier系:生成式AI仅辅助写作须在正文参考文献前的AI声明披露(工具名/用途/监管程度);纯语法拼写检查免披露;AI不得署名;严禁用AI创建或篡改代表原始数据的图像(显微/影像等);数据可视化仅当由底层数据可复现时允许并在方法学注明(elsevier.com generative-ai-policies-for-journals官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,EPJ Data Science,journal,SpringerOpen,数据科学/计算社会科学,journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=2.5;OpenAlex 2yr均被引3.440(works=674)作替代,Q1,二区,N/A,约2-4个月,约1990 USD/1690 EUR(来源 springeropen.com),https://epjdatascience.springeropen.com/submission-guidelines,https://www.editorialmanager.com/epds,Springer,"A roadmap for the computation of persistent homology(被引751,OpenAlex)","中科院分区=二区(计算机科学大类),JCR=Q1(MATHEMATICS INTERDISCIPLINARY APPLICATIONS 31/136),LetPub IF≈2.5(LetPub jid=9998);OpenAlex 2yr_mean=3.440,works=674(real curl);APC=1690 EUR/约1990 USD(DOAJ确认);CC BY;不在预警名单;精确JCR IF付费墙不可得; ai_policy=Springer Nature系:LLM使用须在方法学section(无则适当处)记录;AI辅助copy editing免声明;LLM不满足署名标准不得署名;生成式AI图像原则上禁止发表(除签约机构图/AI主题论文引用图/基于可溯源科学数据且合规的AI工具三类例外,均须在图中明确标注AI生成)(springer.com editorial-policies/artificial-intelligence官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,GigaScience,journal,Oxford University Press,数据科学/生命科学(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.9;OpenAlex 2yr均被引7.105(works=1567)作替代,Q1,三区,N/A,约2-4个月,约2638 USD(来源 academic.oup.com),https://academic.oup.com/gigascience/pages/instructions_to_authors,https://www.editorialmanager.com/giga,自定义(OUP),"Twelve years of SAMtools and BCFtools(被引15644,OpenAlex)","中科院分区=三区(生物学大类),JCR=Q1(MULTIDISCIPLINARY SCIENCES 25/136),LetPub IF≈3.9(LetPub jid=10012);OpenAlex 2yr_mean=7.105,works=1567(real curl);APC=2638 USD(DOAJ确认 https://academic.oup.com);CC BY;不在预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,PeerJ,journal,PeerJ Inc.,生命/环境/医学(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=2.4;OpenAlex 2yr均被引2.883(works=21398)作替代,Q2,三区,N/A,约1-2个月,约1995 USD(来源 peerj.com/pricing),https://peerj.com/about/author-instructions/,https://peerj.com/manuscripts/,自定义(PeerJ),"VSEARCH: a versatile open source tool for metagenomics(被引10931,OpenAlex)","中科院分区=三区(生物学大类),JCR=Q2(MULTIDISCIPLINARY SCIENCES 47/136),LetPub IF≈2.4(LetPub jid=9895);OpenAlex 2yr_mean=2.883,works=21398(real curl);APC=1995 USD(DOAJ确认 https://peerj.com/pricing);CC BY;不在预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,International Journal of Agronomy,journal,Wiley (原Hindawi),农学/作物科学,journal-OA,ESCI/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=1.5;OpenAlex 2yr均被引1.587(works=854)作替代,Q3(ESCI),四区,N/A,约2-4个月,约1100 USD(来源 onlinelibrary.wiley.com),https://onlinelibrary.wiley.com/page/journal/16878167/homepage/forauthors.html,https://wiley.atyponrex.com/journal/IJAG,自定义(Wiley),"Phosphate Solubilizing Microorganisms: Promising Approach as Biofertilizers(被引680,OpenAlex)","中科院分区=四区(农林科学大类),JCR=Q3(AGRONOMY ESCI 68/129;注:ESCI非SCIE主集),LetPub IF≈1.5(LetPub jid=14211);OpenAlex 2yr_mean=1.587,works=854(real curl);APC=1100 USD(DOAJ确认 https://onlinelibrary.wiley.com);CC BY;原Hindawi系刊,Hindawi曾多刊被WoS除名,需核现状;精确JCR IF付费墙不可得; ai_policy=Wiley系:作者投稿时须披露AI使用并在正文透明说明(工具/用途/是否影响核心论点/如何校验);纯拼写语法编辑免披露;AI不得署名(无法担责且无法持有版权);AI禁用于创建篡改原始数据含数据可视化/插图/照片(authors.wiley.com ethics-guidelines官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Agronomy,journal,MDPI AG,农学/作物科学(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.4;OpenAlex 2yr均被引4.190(works=19580)作替代,Q1,二区,N/A,约平均1-2个月(MDPI快速),2600 CHF(来源 mdpi.com/journal/agronomy/apc),https://www.mdpi.com/journal/agronomy/instructions,https://susy.mdpi.com,MDPI,"Plant Responses to Salt Stress: Adaptive Mechanisms(被引1399,OpenAlex)","中科院分区=二区(农林科学大类),JCR=Q1(AGRONOMY 21/129;PLANT SCIENCES Q2),LetPub IF≈3.4(LetPub jid=10477);OpenAlex 2yr_mean=4.190,works=19580(real curl);APC=2600 CHF(DOAJ确认);CC BY;MDPI存预警争议(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Journal of Remote Sensing,journal,American Association for the Advancement of Science (AAAS) / Science Partner Journal,遥感/地球观测(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=6.8;OpenAlex 2yr均被引7.643(works=236)作替代,Q1(ESCI),一区,N/A,约2-4个月,"无APC(钻石OA,has_apc=false,来源 spj.sciencemag.org)",https://spj.science.org/journal/remotesensing/guidelines,https://www.editorialmanager.com/jrs-spj,自定义(SPJ),"Journal of Remote Sensing(条目,被引1049,OpenAlex)","中科院分区=一区(地球科学大类),JCR=Q1(ENVIRONMENTAL SCI ESCI 53/376;GEOSCIENCES Q1 16/258;IMAGING/REMOTE SENSING Q1;注ESCI),LetPub IF≈6.8(LetPub jid=29894);OpenAlex 2yr_mean=7.643,works=236(real curl);无APC(钻石OA,DOAJ has_apc=false,来源 spj.sciencemag.org);CC BY;AAAS合作刊,声誉良好,不在预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Data in Brief,journal,Elsevier,数据论文/跨学科数据,journal-OA,DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=1.4;OpenAlex 2yr均被引2.275(works=12900)作替代,Q3(ESCI),四区,N/A,约2-6周(短数据论文),约1330 USD(来源 sciencedirect.com),https://www.sciencedirect.com/journal/data-in-brief/publish/guide-for-authors,https://www.editorialmanager.com/dib,Elsevier,"Dataset of breast ultrasound images(被引2058,OpenAlex)","中科院分区=四区(综合性期刊大类),JCR=Q3(MULTIDISCIPLINARY SCIENCES ESCI 69/136;注ESCI非SCIE主集),LetPub IF≈1.4(LetPub jid=11670);OpenAlex 2yr_mean=2.275,works=12900(real curl);APC=1330 USD(DOAJ确认 https://sciencedirect.com);CC BY;Elsevier数据描述专刊,低门槛需关注;精确JCR IF付费墙不可得; ai_policy=Elsevier系:生成式AI仅辅助写作须在正文参考文献前的AI声明披露(工具名/用途/监管程度);纯语法拼写检查免披露;AI不得署名;严禁用AI创建或篡改代表原始数据的图像(显微/影像等);数据可视化仅当由底层数据可复现时允许并在方法学注明(elsevier.com generative-ai-policies-for-journals官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Science of Remote Sensing,journal,Elsevier,遥感/地球观测(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=5.2;OpenAlex 2yr均被引3.456(works=442)作替代,Q1(ESCI),二区,N/A,约2-4个月,约2560 USD(来源 sciencedirect.com),https://www.sciencedirect.com/journal/science-of-remote-sensing/publish/guide-for-authors,https://www.editorialmanager.com/srs,Elsevier,"The Global Ecosystem Dynamics Investigation: High-resolution laser ranging(被引1154,OpenAlex)","中科院分区=二区(地球科学大类),JCR=Q1(ENVIRONMENTAL SCI ESCI 87/376;IMAGING Q1 9/36;REMOTE SENSING Q1 13/65;注ESCI),LetPub IF≈5.2(LetPub jid=29967);OpenAlex 2yr_mean=3.456,works=442(real curl);APC=2560 USD(DOAJ确认 https://sciencedirect.com);CC BY系列;新刊,不在预警名单;精确JCR IF付费墙不可得; ai_policy=Elsevier系:生成式AI仅辅助写作须在正文参考文献前的AI声明披露(工具名/用途/监管程度);纯语法拼写检查免披露;AI不得署名;严禁用AI创建或篡改代表原始数据的图像(显微/影像等);数据可视化仅当由底层数据可复现时允许并在方法学注明(elsevier.com generative-ai-policies-for-journals官方实查;2026-06); domain_scope=中国语境; if_kind=proxy",2026-06
DOAJ+OpenAlex,Diagnostics,journal,MDPI AG,医学诊断/影像(交叉),journal-OA,SCIE/DOAJ/Scopus,JCR精确IF免费源不可得(付费墙);LetPub显示IF=3.3;OpenAlex 2yr均被引3.346(works=18831)作替代,Q1,三区,N/A,约平均1-2个月(MDPI快速),2600 CHF(来源 mdpi.com/journal/diagnostics/apc),https://www.mdpi.com/journal/diagnostics/instructions,https://susy.mdpi.com,MDPI,"Redefining Radiology: A Review of AI Integration in Medical Imaging(被引697,OpenAlex)","中科院分区=三区(医学大类),JCR=Q1(MEDICINE GENERAL & INTERNAL 57/332),LetPub IF≈3.3(LetPub jid=10706);OpenAlex 2yr_mean=3.346,works=18831(real curl);APC=2600 CHF(DOAJ确认);CC BY;MDPI存预警争议(https://beallslist.net/),需核中科院预警名单;精确JCR IF付费墙不可得; domain_scope=中国语境; if_kind=proxy",2026-06
openalex+websearch,NSDI,conference,待核查(OpenAlex无host_organization;USENIX主办),网络/系统,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约3-4个月(双盲),无(USENIX会议通常免APC),https://www.usenix.org/conferences/author-resources/paper-templates,https://www.usenix.org/conference/nsdi,USENIX,The design and implementation of open vSwitch(被引673);Scaling Memcache at Facebook(597),"CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn);OpenAlex源=https://openalex.org/S4306420602 works_count=241,h_index=68,2yr均被引=0.0(proceedings按年拆分)真实curl;代表作为该源最高被引works真实curl;录用率/APC待核查; oa_id=S4306420602; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,SIGCOMM,conference,待核查(OpenAlex无host_organization;ACM主办),计算机网络,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约5-6个月(双盲+rebuttal),无(顶级会议通常免APC),https://www.acm.org/publications/proceedings-template,https://www.sigcomm.org,ACM,Highly Dynamic Destination-Sequenced Distance-Vector Routing (DSDV)(被引261);Pocket Switched Networks and the Consequences of Human Mobility in Conference Environments(114),"CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn);OpenAlex源=https://openalex.org/S4306417580(ACM SIG on Data Communication)works_count=36,h_index=7,2yr均被引=0.0 真实curl;注:SIGCOMM主proceedings在OpenAlex按年拆分,此源聚合不全;期刊companion见ACM SIGCOMM CCR(S66039016,issn 0146-4833,2yr=2.71);录用率/APC待核查; ai_policy=ACM系:允许用生成式AI创建内容但须在Work中充分披露,谨慎起见在致谢section声明;AI不得署名(遵循COPE立场,作者须担责)(acm.org publications/policies + ACM Policy on Authorship实查;2026-06); oa_id=S4306417580; issn=0146-4833; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,USENIX ATC,conference,待核查(OpenAlex无host_organization;USENIX主办),操作系统/系统,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约3-4个月(双盲),无(USENIX会议通常免APC),https://www.usenix.org/conferences/author-resources/paper-templates,https://www.usenix.org/conference/atc,USENIX,"QEMU, a fast and portable dynamic translator(被引2030);AddressSanitizer: a fast address sanity checker(642)","CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn);OpenAlex源=https://openalex.org/S4306421113 works_count=504,h_index=57,2yr均被引=0.0(proceedings按年拆分)真实curl;代表作为该源最高被引works真实curl;录用率/APC待核查; oa_id=S4306421113; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,EuroSys,conference,待核查(OpenAlex无host_organization;ACM主办),操作系统/系统,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约3-4个月(双盲),无(顶级会议通常免APC),https://www.acm.org/publications/proceedings-template,https://www.eurosys.org,ACM,Migrating enterprise storage to SSDs: analysis of tradeoffs(被引30),"CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn);OpenAlex源=https://openalex.org/S4306418317(European Conference on Computer Systems)works_count=8,h_index=2 真实curl(filter display_name.search:eurosys 仅命中此源);注:EuroSys在OpenAlex严重聚合不全(多数论文未归入此源),代表作被引偏低系归属缺失所致,非真实影响力;录用率/APC待核查; ai_policy=ACM系:允许用生成式AI创建内容但须在Work中充分披露,谨慎起见在致谢section声明;AI不得署名(遵循COPE立场,作者须担责)(acm.org publications/policies + ACM Policy on Authorship实查;2026-06); oa_id=S4306418317; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,FAST,conference,待核查(OpenAlex无host_organization;USENIX主办),存储系统,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约3-4个月(双盲),无(USENIX会议通常免APC),https://www.usenix.org/conferences/author-resources/paper-templates,https://www.usenix.org/conference/fast,USENIX,BPLRU: a buffer management scheme for improving random writes in flash storage(被引423);F2FS: a new file system for flash storage(267),"CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn);OpenAlex源=https://openalex.org/S4306418422 works_count=189,h_index=50,2yr均被引=0.0(proceedings按年拆分)真实curl;代表作为该源最高被引works真实curl;录用率/APC待核查; oa_id=S4306418422; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,ICSE,conference,待核查(OpenAlex无host_organization;IEEE/ACM主办),软件工程,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约3-4个月(双盲),无(顶级会议通常免APC),https://www.acm.org/publications/proceedings-template,https://conf.researchr.org/series/icse,IEEE/ACM,Managing the development of large software systems: concepts and techniques(被引1184);Program slicing(702),"CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn);OpenAlex源=https://openalex.org/S4306419842 works_count=2270,h_index=72,2yr均被引=0.0(proceedings按年拆分)真实curl;代表作为该源最高被引works真实curl;另有IEEE proceedings源S4210203175(issn 0270-5257);录用率/APC待核查; ai_policy=IEEE系:AI生成内容(含文/图/代码)须在致谢section披露并标明所用AI系统与涉及章节;纯编辑润色一般免披露;AI不得署名(作者须担责);审稿人禁将稿件投喂公共AI平台(journals.ieeeauthorcenter.ieee.org submission-and-peer-review-policies官方实查;2026-06); oa_id=S4306419842; issn=0270-5257; domain_scope=中国CS; if_kind=na",2026-06
openalex+websearch,FSE,conference,待核查(OpenAlex无host_organization;ACM主办),软件工程,CCF-A,EI/CCF,"N/A(会议proceedings按年拆分,OpenAlex 2yr均被引=0)",N/A,N/A,A,约3-4个月(双盲),无(顶级会议通常免APC),https://www.acm.org/publications/proceedings-template,https://conf.researchr.org/series/fse,ACM,Making design patterns explicit in FACE: a framework adaptive composition environment(被引45);A view-oriented approach to system modelling based on graph transformation(21),"CCF等级=A(来源:CCF推荐会议目录2022版 ccf.org.cn,ESEC/FSE);OpenAlex源=https://openalex.org/S4306418451(Foundations of Software Engineering)works_count=33,h_index=7,2yr均被引=0.0 真实curl;注:FSE主proceedings在OpenAlex按年/合并源拆分,此源聚合不全,代表作被引偏低系归属缺失;录用率/APC待核查; ai_policy=ACM系:允许用生成式AI创建内容但须在Work中充分披露,谨慎起见在致谢section声明;AI不得署名(遵循COPE立场,作者须担责)(acm.org publications/policies + ACM Policy on Authorship实查;2026-06); oa_id=S4306418451; domain_scope=中国CS; if_kind=na",2026-06
